VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2012,35.525722234,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2013,33.753973018,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2014,32.966095963,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2015,28.650049251,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2016,26.496883703,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2017,35.492263493,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2018,38.914183344,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2019,39.388940598,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2020,33.491277184,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2021,35.336009369,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2022,35.157113636,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2000,121.018573232,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2001,121.561859509,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2002,121.488721924,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2003,121.14826273,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2004,120.247364377,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2005,119.621266507,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2006,116.564443471,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2007,113.677666153,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2008,110.053510004,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2009,106.169956509,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2010,103.615234897,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2011,100.621202286,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2012,97.201356416,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2013,93.465514407,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2014,90.01040006,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2015,85.870156163,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2016,84.486971487,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2017,84.155561828,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2018,82.890263711,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2019,80.182236674,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2020,76.819574066,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2021,76.575112871,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2022,75.974071003,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2007,1.492,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2008,1.492,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2009,1.492,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2010,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2011,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2012,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2013,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2014,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2015,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2016,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2017,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2018,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2019,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2020,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2021,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2022,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2005,25.438,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2006,38.998,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2007,38.998,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2008,38.998,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2009,43.279,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2010,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2011,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2012,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2013,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2014,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2015,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2016,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2017,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2018,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2019,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2020,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2021,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2022,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2005,25.438,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2006,468.235,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2007,468.3388,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2008,619.7988,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2009,624.0798,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2010,630.5278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2011,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2012,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2013,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2014,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2015,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2016,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2017,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2018,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2019,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2020,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2021,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2022,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2000,3.124,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2001,3.124,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2002,3.124,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2003,3.124,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2004,3.124,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2005,3.124,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2006,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2007,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2008,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2009,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2010,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2011,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2012,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2013,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2014,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2015,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2016,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2017,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2018,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2019,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2020,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2021,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2022,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2000,4.3977,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2001,4.3977,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2002,4.5897,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2003,4.5897,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2004,4.5897,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2005,82.7707,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2006,428.4913,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2007,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2008,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2009,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2010,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2011,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2012,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2013,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2014,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2015,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2016,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2017,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2018,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2019,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2020,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2021,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2022,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2000,0.002,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2001,0.002,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2002,0.002,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2003,0.8278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2004,0.8278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2005,0.8278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2006,1.1977,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2007,20.1589,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2008,29.3859,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2009,43.4459,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2010,43.51604,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2011,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2012,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2013,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2014,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2015,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2016,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2017,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2018,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2019,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2020,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2021,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2022,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2000,0.002,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2001,0.002,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2002,0.002,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2003,0.8278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2004,0.8278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2005,0.8278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2006,1.1977,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2007,20.1589,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2008,137.8859,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2009,151.9459,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2010,154.56004,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2011,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2012,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2013,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2014,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2015,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2016,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2017,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2018,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2019,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2020,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2021,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2022,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2000,3.3579,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2001,4.9618,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2002,6.1066,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2003,6.1066,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2004,9.7266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2005,36.6856,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2006,56.2976,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2007,56.5049,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2008,56.5049,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2009,60.7859,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2010,67.2965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2011,78.1965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2012,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2013,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2014,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2015,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2016,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2017,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2018,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2019,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2020,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2021,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2022,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2000,44.42665,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2001,43.15665,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2002,41.88665,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2003,40.61665,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2004,40.48265,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2005,39.21265,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2006,53.92165,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2007,53.97635,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2008,72.69455,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2009,74.11955,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2010,74.64735,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2011,76.92035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2012,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2013,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2014,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2015,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2016,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2017,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2018,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2019,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2020,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2021,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2022,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2000,14.2608,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2001,16.1185,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2002,19.0547,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2003,19.3177,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2004,21.4655,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2005,23.0265,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2006,41.7531,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2007,41.7531,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2008,66.3239,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2009,66.6719,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2010,66.7345,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2011,77.6345,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2012,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2013,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2014,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2015,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2016,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2017,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2018,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2019,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2020,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2021,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2022,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa,2000,11.4,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa,2001,13.911,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa,2002,59.021,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa,2003,59.021,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa,2004,64.844,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa,2005,64.844,10^9 m3/year,E,true
