VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa and Western Asia,2020,126.3195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa and Western Asia,2021,126.3195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa and Western Asia,2022,126.3195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern America,2020,111.044,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern America,2021,111.044,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern America,2022,111.044,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Oceania,2020,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Oceania,2021,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Oceania,2022,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Small Island Developing States,2020,3.43355,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Small Island Developing States,2021,3.43355,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Small Island Developing States,2022,3.43355,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,South-eastern Asia,2020,160.4153,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,South-eastern Asia,2021,160.4153,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,South-eastern Asia,2022,160.4153,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Southern Asia,2020,591.7008,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Southern Asia,2021,591.7008,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Southern Asia,2022,591.7008,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Sub-Saharan Africa,2020,17.7661,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Sub-Saharan Africa,2021,17.7661,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Sub-Saharan Africa,2022,17.7661,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Western Asia,2020,69.4905,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Western Asia,2021,69.4905,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Western Asia,2022,69.4905,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,World,2020,1486.72329,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,World,2021,1486.72329,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,World,2022,1486.72329,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Australia and New Zealand,2020,10.31,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Australia and New Zealand,2021,12.53,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Australia and New Zealand,2022,12.78,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Central Asia,2020,91.818,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Central Asia,2021,83.683,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Central Asia,2022,84.798,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Central and Southern Asia,2020,101.13800566,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Central and Southern Asia,2021,93.003008932,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Central and Southern Asia,2022,94.118008932,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Eastern Asia,2020,67.4161,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Eastern Asia,2021,67.2161,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Eastern Asia,2022,67.2161,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Eastern and South-Eastern Asia,2020,322.65900829,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Eastern and South-Eastern Asia,2021,322.46561509,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Eastern and South-Eastern Asia,2022,322.56034198,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Europe,2020,62.439286407,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Europe,2021,62.023397407,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Europe,2022,61.395533076,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Europe and Northern America,2020,167.069286407,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Europe and Northern America,2021,166.855897407,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Europe and Northern America,2022,166.430533076,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Land Locked Developing Countries,2020,143.447052,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Land Locked Developing Countries,2021,136.166897985,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Land Locked Developing Countries,2022,137.338771068,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Latin America and the Caribbean,2020,203.725550732,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Latin America and the Caribbean,2021,190.81712473,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Latin America and the Caribbean,2022,192.558371438,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Least Developed Countries,2020,62.30591,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Least Developed Countries,2021,62.56291,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Least Developed Countries,2022,62.58691,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Northern Africa,2020,6.4346,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Northern Africa,2021,6.4346,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Northern Africa,2022,6.4346,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Northern Africa and Western Asia,2020,67.377295715,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Northern Africa and Western Asia,2021,67.61222,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Northern Africa and Western Asia,2022,68.58419366,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Northern America,2020,104.63,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Northern America,2021,104.8325,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Northern America,2022,105.035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Oceania,2020,10.31,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Oceania,2021,12.53,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Oceania,2022,12.78,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Small Island Developing States,2020,8.63400641,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Small Island Developing States,2021,8.630078442,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Small Island Developing States,2022,8.624026292,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,South-eastern Asia,2020,255.24290829,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,South-eastern Asia,2021,255.24951509,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,South-eastern Asia,2022,255.34424198,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Southern Asia,2020,9.32000566,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Southern Asia,2021,9.320008932,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Southern Asia,2022,9.320008932,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Sub-Saharan Africa,2020,66.923697925,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Sub-Saharan Africa,2021,67.185037495,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Sub-Saharan Africa,2022,66.989858428,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Western Asia,2020,60.942695715,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Western Asia,2021,61.17762,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,Western Asia,2022,62.14959366,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,World,2020,939.202844729,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,World,2021,920.468903654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water withdrawal,World,2022,924.021307514,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Australia and New Zealand,2020,2.67,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Australia and New Zealand,2021,2.9135,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Australia and New Zealand,2022,2.977,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Central Asia,2020,8.7426,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Central Asia,2021,7.8045,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Central Asia,2022,8.7665,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Central and Southern Asia,2020,85.3712,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Central and Southern Asia,2021,84.4331,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Central and Southern Asia,2022,85.3951,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Eastern Asia,2020,138.1301,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Eastern Asia,2021,138.1301,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Eastern Asia,2022,138.1301,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Eastern and South-Eastern Asia,2020,180.308164147,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Eastern and South-Eastern Asia,2021,180.453167356,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Eastern and South-Eastern Asia,2022,180.714707082,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Europe,2020,75.045900032,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Europe,2021,74.488822815,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Europe,2022,74.028574626,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Europe and Northern America,2020,138.311300032,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Europe and Northern America,2021,137.755722815,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Europe and Northern America,2022,137.295474626,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Land Locked Developing Countries,2020,15.048868291,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Land Locked Developing Countries,2021,14.05040671,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Land Locked Developing Countries,2022,14.95466256,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Latin America and the Caribbean,2020,57.312885554,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Latin America and the Caribbean,2021,58.609407993,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Latin America and the Caribbean,2022,59.016043319,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Least Developed Countries,2020,15.201347,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Least Developed Countries,2021,15.201347,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Least Developed Countries,2022,15.201347,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Northern Africa,2020,17.9175,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Northern Africa,2021,17.5615,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Northern Africa,2022,17.6675,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Northern Africa and Western Asia,2020,46.276633741,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Northern Africa and Western Asia,2021,44.13230817,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Northern Africa and Western Asia,2022,43.96780686,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Northern America,2020,63.2654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Northern America,2021,63.2669,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Northern America,2022,63.2669,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Oceania,2020,2.9188,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Oceania,2021,3.1623,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Oceania,2022,3.2258,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Oceania (excluding Australia and New Zealand),2020,0.2488,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Oceania (excluding Australia and New Zealand),2021,0.2488,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Oceania (excluding Australia and New Zealand),2022,0.2488,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Small Island Developing States,2020,5.600208697,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Small Island Developing States,2021,5.47849689,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Small Island Developing States,2022,5.467969194,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,South-eastern Asia,2020,42.178064147,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,South-eastern Asia,2021,42.323067356,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,South-eastern Asia,2022,42.584607082,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Southern Asia,2020,76.6286,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Southern Asia,2021,76.6286,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Southern Asia,2022,76.6286,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Sub-Saharan Africa,2020,17.21965997,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Sub-Saharan Africa,2021,17.519991236,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Sub-Saharan Africa,2022,17.618115816,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Western Asia,2020,28.359133741,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Western Asia,2021,26.57080817,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,Western Asia,2022,26.30030686,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,World,2020,527.718643444,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,World,2021,526.06599757,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal,World,2022,527.233047703,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Australia and New Zealand,2020,14.462921835,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Australia and New Zealand,2021,13.656284422,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Australia and New Zealand,2022,13.739154514,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Central Asia,2020,7.291594558,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Central Asia,2021,7.553214713,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Central Asia,2022,8.382909351,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Central and Southern Asia,2020,6.903259341,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Central and Southern Asia,2021,6.920140302,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Central and Southern Asia,2022,6.99182846,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Eastern Asia,2020,19.812341561,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Eastern Asia,2021,19.818026658,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Eastern Asia,2022,19.818026658,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Eastern and South-Eastern Asia,2020,15.063617197,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Eastern and South-Eastern Asia,2021,15.060965625,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Eastern and South-Eastern Asia,2022,15.059077989,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Europe,2020,26.386194205,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Europe,2021,26.315212161,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Europe,2022,26.282225689,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Europe and Northern America,2020,18.087427055,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Europe and Northern America,2021,18.042880709,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Europe and Northern America,2022,18.016553379,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Land Locked Developing Countries,2020,7.186399177,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Land Locked Developing Countries,2021,7.247063138,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Land Locked Developing Countries,2022,7.566202147,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Latin America and the Caribbean,2020,15.743264585,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Latin America and the Caribbean,2021,16.647390924,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Latin America and the Caribbean,2022,16.509713987,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Least Developed Countries,2020,7.641006332,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Least Developed Countries,2021,7.640641475,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Least Developed Countries,2022,7.640987128,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Northern Africa,2020,13.220573847,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Northern Africa,2021,13.017737005,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Northern Africa,2022,13.063387467,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Northern Africa and Western Asia,2020,14.402808969,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Northern Africa and Western Asia,2021,14.204934307,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Northern Africa and Western Asia,2022,13.674856826,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Northern America,2020,13.172923063,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Northern America,2021,13.168889342,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Northern America,2022,13.170068112,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Oceania,2020,15.412398353,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Oceania,2021,14.498315109,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Oceania,2022,14.56671935,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Oceania (excluding Australia and New Zealand),2020,52.15932914,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Oceania (excluding Australia and New Zealand),2021,52.15932914,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Oceania (excluding Australia and New Zealand),2022,52.15932914,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Small Island Developing States,2020,20.236479947,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Small Island Developing States,2021,19.979328926,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Small Island Developing States,2022,20.024044323,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,South-eastern Asia,2020,8.439230404,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,South-eastern Asia,2021,8.445034854,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,South-eastern Asia,2022,8.465348418,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Southern Asia,2020,6.861566903,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Southern Asia,2021,6.861566903,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Southern Asia,2022,6.861566903,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Sub-Saharan Africa,2020,16.509737384,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Sub-Saharan Africa,2021,16.736238713,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Sub-Saharan Africa,2022,16.752262878,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Western Asia,2020,15.26527634,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Western Asia,2021,15.116070193,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,Western Asia,2022,14.118803776,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,World,2020,13.170157497,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,World,2021,13.247729369,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal as % of total withdrawal,World,2022,13.214705355,%,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Australia and New Zealand,2020,86.638562026,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Australia and New Zealand,2021,93.777816903,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Australia and New Zealand,2022,95.000376236,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Central Asia,2020,114.384250618,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Central Asia,2021,100.228943738,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Central Asia,2022,110.490354973,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Central and Southern Asia,2020,41.443492064,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Central and Southern Asia,2021,40.570792574,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Central and Southern Asia,2022,40.629333059,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Eastern Asia,2020,82.529474745,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Eastern Asia,2021,82.541938545,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Eastern Asia,2022,82.641613814,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Eastern and South-Eastern Asia,2020,76.769517228,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Eastern and South-Eastern Asia,2021,76.676988058,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Eastern and South-Eastern Asia,2022,76.693176311,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Europe,2020,100.381566742,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Europe,2021,99.756652883,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Europe,2022,99.356620447,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Europe and Northern America,2020,122.906152755,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Europe and Northern America,2021,122.400866982,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Europe and Northern America,2022,121.979571974,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Land Locked Developing Countries,2020,27.809531407,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Land Locked Developing Countries,2021,25.366704521,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Land Locked Developing Countries,2022,26.415647013,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Latin America and the Caribbean,2020,88.624648468,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Latin America and the Caribbean,2021,90.109096964,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Latin America and the Caribbean,2022,90.193468239,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Least Developed Countries,2020,14.021411242,m3/inhab/year,E,true
